grid_x,grid_y,chiplet_id,chiplet_power,temperature,occupancy_mask,edge_mask,coord_x_norm,coord_y_norm
0.000000,0.000000,background,0.000000,50.700001,0,0,0.000000,0.000000
0.619048,0.000000,background,0.000000,50.849998,0,0,0.015873,0.000000
1.238095,0.000000,background,0.000000,51.099998,0,0,0.031746,0.000000
1.857143,0.000000,background,0.000000,51.430000,0,0,0.047619,0.000000
2.476191,0.000000,background,0.000000,51.799999,0,0,0.063492,0.000000
3.095238,0.000000,background,0.000000,52.189999,0,0,0.079365,0.000000
3.714286,0.000000,background,0.000000,52.610001,0,0,0.095238,0.000000
4.333333,0.000000,background,0.000000,53.040001,0,0,0.111111,0.000000
4.952381,0.000000,background,0.000000,53.470001,0,0,0.126984,0.000000
5.571429,0.000000,background,0.000000,53.900002,0,0,0.142857,0.000000
6.190476,0.000000,background,0.000000,54.330002,0,0,0.158730,0.000000
6.809524,0.000000,background,0.000000,54.759998,0,0,0.174603,0.000000
7.428571,0.000000,background,0.000000,55.180000,0,0,0.190476,0.000000
8.047619,0.000000,background,0.000000,55.590000,0,0,0.206349,0.000000
8.666667,0.000000,DRAM_1,20.000000,55.990002,1,1,0.222222,0.000000
9.285714,0.000000,DRAM_1,20.000000,56.380001,1,1,0.238095,0.000000
9.904762,0.000000,DRAM_1,20.000000,56.750000,1,1,0.253968,0.000000
10.523809,0.000000,DRAM_1,20.000000,57.110001,1,1,0.269841,0.000000
11.142858,0.000000,DRAM_1,20.000000,57.439999,1,1,0.285714,0.000000
11.761905,0.000000,DRAM_1,20.000000,57.759998,1,1,0.301587,0.000000
12.380953,0.000000,DRAM_1,20.000000,58.049999,1,1,0.317460,0.000000
13.000000,0.000000,DRAM_1,20.000000,58.330002,1,1,0.333333,0.000000
13.619047,0.000000,DRAM_1,20.000000,58.590000,1,1,0.349206,0.000000
14.238095,0.000000,DRAM_1,20.000000,58.840000,1,1,0.365079,0.000000
14.857142,0.000000,DRAM_1,20.000000,59.060001,1,1,0.380952,0.000000
15.476191,0.000000,DRAM_1,20.000000,59.270000,1,1,0.396825,0.000000
16.095238,0.000000,DRAM_1,20.000000,59.430000,1,1,0.412698,0.000000
16.714285,0.000000,DRAM_1,20.000000,59.540001,1,1,0.428571,0.000000
17.333334,0.000000,DRAM_1,20.000000,59.869999,1,1,0.444444,0.000000
17.952381,0.000000,background,0.000000,60.009998,0,0,0.460317,0.000000
18.571428,0.000000,background,0.000000,60.060001,0,0,0.476190,0.000000
19.190475,0.000000,background,0.000000,60.040001,0,0,0.492063,0.000000
19.809525,0.000000,background,0.000000,59.970001,0,0,0.507937,0.000000
20.428572,0.000000,background,0.000000,59.860001,0,0,0.523810,0.000000
21.047619,0.000000,background,0.000000,59.689999,0,0,0.539683,0.000000
21.666666,0.000000,background,0.000000,59.490002,0,0,0.555556,0.000000
22.285715,0.000000,background,0.000000,59.250000,0,0,0.571429,0.000000
22.904762,0.000000,background,0.000000,58.970001,0,0,0.587302,0.000000
23.523809,0.000000,background,0.000000,58.660000,0,0,0.603175,0.000000
24.142857,0.000000,background,0.000000,58.299999,0,0,0.619048,0.000000
24.761906,0.000000,background,0.000000,57.889999,0,0,0.634921,0.000000
25.380953,0.000000,background,0.000000,57.419998,0,0,0.650794,0.000000
26.000000,0.000000,background,0.000000,56.840000,0,0,0.666667,0.000000
26.619047,0.000000,background,0.000000,56.369999,0,0,0.682540,0.000000
27.238094,0.000000,background,0.000000,55.709999,0,0,0.698413,0.000000
27.857143,0.000000,background,0.000000,55.060001,0,0,0.714286,0.000000
28.476191,0.000000,background,0.000000,54.450001,0,0,0.730159,0.000000
29.095238,0.000000,background,0.000000,53.869999,0,0,0.746032,0.000000
29.714285,0.000000,background,0.000000,53.320000,0,0,0.761905,0.000000
30.333334,0.000000,background,0.000000,52.790001,0,0,0.777778,0.000000
30.952381,0.000000,background,0.000000,52.279999,0,0,0.793651,0.000000
31.571428,0.000000,background,0.000000,51.779999,0,0,0.809524,0.000000
32.190475,0.000000,background,0.000000,51.290001,0,0,0.825397,0.000000
32.809525,0.000000,background,0.000000,50.820000,0,0,0.841270,0.000000
33.428570,0.000000,background,0.000000,50.349998,0,0,0.857143,0.000000
34.047619,0.000000,background,0.000000,49.889999,0,0,0.873016,0.000000
34.666668,0.000000,background,0.000000,49.450001,0,0,0.888889,0.000000
35.285713,0.000000,background,0.000000,49.009998,0,0,0.904762,0.000000
35.904762,0.000000,background,0.000000,48.599998,0,0,0.920635,0.000000
36.523811,0.000000,background,0.000000,48.200001,0,0,0.936508,0.000000
37.142857,0.000000,background,0.000000,47.840000,0,0,0.952381,0.000000
37.761906,0.000000,background,0.000000,47.520000,0,0,0.968254,0.000000
38.380951,0.000000,background,0.000000,47.270000,0,0,0.984127,0.000000
39.000000,0.000000,background,0.000000,47.119999,0,0,1.000000,0.000000
0.000000,0.619048,background,0.000000,50.860001,0,0,0.000000,0.015873
0.619048,0.619048,background,0.000000,51.020000,0,0,0.015873,0.015873
1.238095,0.619048,background,0.000000,51.279999,0,0,0.031746,0.015873
1.857143,0.619048,background,0.000000,51.610001,0,0,0.047619,0.015873
2.476191,0.619048,background,0.000000,51.990002,0,0,0.063492,0.015873
3.095238,0.619048,background,0.000000,52.400002,0,0,0.079365,0.015873
3.714286,0.619048,background,0.000000,52.820000,0,0,0.095238,0.015873
4.333333,0.619048,background,0.000000,53.259998,0,0,0.111111,0.015873
4.952381,0.619048,background,0.000000,53.700001,0,0,0.126984,0.015873
5.571429,0.619048,background,0.000000,54.150002,0,0,0.142857,0.015873
6.190476,0.619048,background,0.000000,54.590000,0,0,0.158730,0.015873
6.809524,0.619048,background,0.000000,55.029999,0,0,0.174603,0.015873
7.428571,0.619048,background,0.000000,55.470001,0,0,0.190476,0.015873
8.047619,0.619048,background,0.000000,55.889999,0,0,0.206349,0.015873
8.666667,0.619048,DRAM_1,20.000000,56.299999,1,1,0.222222,0.015873
9.285714,0.619048,DRAM_1,20.000000,56.700001,1,0,0.238095,0.015873
9.904762,0.619048,DRAM_1,20.000000,57.080002,1,0,0.253968,0.015873
10.523809,0.619048,DRAM_1,20.000000,57.450001,1,0,0.269841,0.015873
11.142858,0.619048,DRAM_1,20.000000,57.790001,1,0,0.285714,0.015873
11.761905,0.619048,DRAM_1,20.000000,58.119999,1,0,0.301587,0.015873
12.380953,0.619048,DRAM_1,20.000000,58.419998,1,0,0.317460,0.015873
13.000000,0.619048,DRAM_1,20.000000,58.709999,1,0,0.333333,0.015873
13.619047,0.619048,DRAM_1,20.000000,58.980000,1,0,0.349206,0.015873
14.238095,0.619048,DRAM_1,20.000000,59.230000,1,0,0.365079,0.015873
14.857142,0.619048,DRAM_1,20.000000,59.470001,1,0,0.380952,0.015873
15.476191,0.619048,DRAM_1,20.000000,59.700001,1,0,0.396825,0.015873
16.095238,0.619048,DRAM_1,20.000000,59.919998,1,0,0.412698,0.015873
16.714285,0.619048,DRAM_1,20.000000,60.130001,1,0,0.428571,0.015873
17.333334,0.619048,DRAM_1,20.000000,60.529999,1,1,0.444444,0.015873
17.952381,0.619048,background,0.000000,60.689999,0,0,0.460317,0.015873
18.571428,0.619048,background,0.000000,60.740002,0,0,0.476190,0.015873
19.190475,0.619048,background,0.000000,60.720001,0,0,0.492063,0.015873
19.809525,0.619048,background,0.000000,60.650002,0,0,0.507937,0.015873
20.428572,0.619048,background,0.000000,60.520000,0,0,0.523810,0.015873
21.047619,0.619048,background,0.000000,60.349998,0,0,0.539683,0.015873
21.666666,0.619048,background,0.000000,60.139999,0,0,0.555556,0.015873
22.285715,0.619048,background,0.000000,59.889999,0,0,0.571429,0.015873
