grid_x,grid_y,chiplet_id,chiplet_power,temperature,occupancy_mask,edge_mask,coord_x_norm,coord_y_norm
0.000000,0.000000,background,0.000000,50.799999,0,0,0.000000,0.000000
0.904762,0.000000,background,0.000000,51.049999,0,0,0.015873,0.000000
1.809524,0.000000,background,0.000000,51.439999,0,0,0.031746,0.000000
2.714286,0.000000,background,0.000000,51.910000,0,0,0.047619,0.000000
3.619048,0.000000,background,0.000000,52.430000,0,0,0.063492,0.000000
4.523809,0.000000,background,0.000000,52.959999,0,0,0.079365,0.000000
5.428571,0.000000,background,0.000000,53.520000,0,0,0.095238,0.000000
6.333333,0.000000,background,0.000000,54.080002,0,0,0.111111,0.000000
7.238095,0.000000,background,0.000000,54.650002,0,0,0.126984,0.000000
8.142858,0.000000,background,0.000000,55.230000,0,0,0.142857,0.000000
9.047619,0.000000,background,0.000000,55.820000,0,0,0.158730,0.000000
9.952381,0.000000,background,0.000000,56.410000,0,0,0.174603,0.000000
10.857142,0.000000,background,0.000000,57.009998,0,0,0.190476,0.000000
11.761905,0.000000,background,0.000000,57.610001,0,0,0.206349,0.000000
12.666667,0.000000,background,0.000000,58.209999,0,0,0.222222,0.000000
13.571428,0.000000,background,0.000000,58.820000,0,0,0.238095,0.000000
14.476191,0.000000,background,0.000000,59.430000,0,0,0.253968,0.000000
15.380953,0.000000,background,0.000000,60.049999,0,0,0.269841,0.000000
16.285715,0.000000,background,0.000000,60.660000,0,0,0.285714,0.000000
17.190475,0.000000,background,0.000000,61.270000,0,0,0.301587,0.000000
18.095238,0.000000,background,0.000000,61.880001,0,0,0.317460,0.000000
19.000000,0.000000,background,0.000000,62.480000,0,0,0.333333,0.000000
19.904762,0.000000,background,0.000000,63.080002,0,0,0.349206,0.000000
20.809525,0.000000,background,0.000000,63.660000,0,0,0.365079,0.000000
21.714285,0.000000,background,0.000000,64.239998,0,0,0.380952,0.000000
22.619047,0.000000,background,0.000000,64.790001,0,0,0.396825,0.000000
23.523809,0.000000,background,0.000000,65.320000,0,0,0.412698,0.000000
24.428572,0.000000,background,0.000000,65.820000,0,0,0.428571,0.000000
25.333334,0.000000,background,0.000000,66.290001,0,0,0.444444,0.000000
26.238094,0.000000,background,0.000000,66.739998,0,0,0.460317,0.000000
27.142857,0.000000,background,0.000000,67.150002,0,0,0.476190,0.000000
28.047619,0.000000,background,0.000000,67.519997,0,0,0.492063,0.000000
28.952381,0.000000,background,0.000000,67.860001,0,0,0.507937,0.000000
29.857143,0.000000,background,0.000000,68.160004,0,0,0.523810,0.000000
30.761906,0.000000,background,0.000000,68.430000,0,0,0.539683,0.000000
31.666666,0.000000,background,0.000000,68.660004,0,0,0.555556,0.000000
32.571430,0.000000,background,0.000000,68.860001,0,0,0.571429,0.000000
33.476189,0.000000,background,0.000000,69.019997,0,0,0.587302,0.000000
34.380951,0.000000,background,0.000000,69.150002,0,0,0.603175,0.000000
35.285713,0.000000,background,0.000000,69.250000,0,0,0.619048,0.000000
36.190475,0.000000,background,0.000000,69.320000,0,0,0.634921,0.000000
37.095238,0.000000,background,0.000000,69.360001,0,0,0.650794,0.000000
38.000000,0.000000,background,0.000000,69.370003,0,0,0.666667,0.000000
38.904762,0.000000,background,0.000000,69.370003,0,0,0.682540,0.000000
39.809525,0.000000,background,0.000000,69.339996,0,0,0.698413,0.000000
40.714287,0.000000,background,0.000000,69.290001,0,0,0.714286,0.000000
41.619049,0.000000,background,0.000000,69.169998,0,0,0.730159,0.000000
42.523811,0.000000,background,0.000000,68.940002,0,0,0.746032,0.000000
43.428570,0.000000,background,0.000000,69.449997,0,0,0.761905,0.000000
44.333332,0.000000,background,0.000000,69.440002,0,0,0.777778,0.000000
