grid_x,grid_y,chiplet_id,chiplet_power,temperature,occupancy_mask,edge_mask,coord_x_norm,coord_y_norm
0.000000,0.000000,background,0.000000,40.389999,0,0,0.000000,0.000000
0.412698,0.000000,background,0.000000,40.419998,0,0,0.015873,0.000000
0.825397,0.000000,background,0.000000,40.480000,0,0,0.031746,0.000000
1.238095,0.000000,background,0.000000,40.549999,0,0,0.047619,0.000000
1.650794,0.000000,background,0.000000,40.650002,0,0,0.063492,0.000000
2.063492,0.000000,background,0.000000,40.750000,0,0,0.079365,0.000000
2.476191,0.000000,background,0.000000,40.860001,0,0,0.095238,0.000000
2.888889,0.000000,background,0.000000,40.980000,0,0,0.111111,0.000000
3.301587,0.000000,background,0.000000,41.110001,0,0,0.126984,0.000000
3.714286,0.000000,background,0.000000,41.240002,0,0,0.142857,0.000000
4.126984,0.000000,background,0.000000,41.380001,0,0,0.158730,0.000000
4.539682,0.000000,background,0.000000,41.520000,0,0,0.174603,0.000000
4.952381,0.000000,background,0.000000,41.660000,0,0,0.190476,0.000000
5.365079,0.000000,background,0.000000,41.799999,0,0,0.206349,0.000000
5.777778,0.000000,background,0.000000,41.950001,0,0,0.222222,0.000000
6.190476,0.000000,background,0.000000,42.099998,0,0,0.238095,0.000000
6.603175,0.000000,background,0.000000,42.250000,0,0,0.253968,0.000000
7.015873,0.000000,background,0.000000,42.400002,0,0,0.269841,0.000000
7.428571,0.000000,background,0.000000,42.560001,0,0,0.285714,0.000000
7.841270,0.000000,background,0.000000,42.730000,0,0,0.301587,0.000000
8.253968,0.000000,background,0.000000,42.900002,0,0,0.317460,0.000000
8.666667,0.000000,background,0.000000,43.070000,0,0,0.333333,0.000000
9.079365,0.000000,background,0.000000,43.250000,0,0,0.349206,0.000000
9.492064,0.000000,background,0.000000,43.430000,0,0,0.365079,0.000000
9.904762,0.000000,background,0.000000,43.630001,0,0,0.380952,0.000000
10.317460,0.000000,background,0.000000,43.830002,0,0,0.396825,0.000000
10.730159,0.000000,background,0.000000,44.029999,0,0,0.412698,0.000000
11.142858,0.000000,background,0.000000,44.250000,0,0,0.428571,0.000000
11.555555,0.000000,background,0.000000,44.470001,0,0,0.444444,0.000000
11.968254,0.000000,background,0.000000,44.700001,0,0,0.460317,0.000000
12.380953,0.000000,background,0.000000,44.930000,0,0,0.476191,0.000000
12.793651,0.000000,background,0.000000,45.160000,0,0,0.492063,0.000000
13.206349,0.000000,background,0.000000,45.389999,0,0,0.507937,0.000000
13.619047,0.000000,background,0.000000,45.630001,0,0,0.523809,0.000000
14.031746,0.000000,background,0.000000,45.880001,0,0,0.539683,0.000000
14.444445,0.000000,background,0.000000,46.150002,0,0,0.555556,0.000000
14.857142,0.000000,background,0.000000,46.439999,0,0,0.571429,0.000000
15.269841,0.000000,background,0.000000,46.779999,0,0,0.587302,0.000000
15.682540,0.000000,background,0.000000,47.160000,0,0,0.603175,0.000000
16.095238,0.000000,background,0.000000,47.590000,0,0,0.619048,0.000000
16.507936,0.000000,background,0.000000,48.020000,0,0,0.634921,0.000000
16.920635,0.000000,background,0.000000,48.549999,0,0,0.650794,0.000000
17.333334,0.000000,background,0.000000,48.849998,0,0,0.666667,0.000000
17.746031,0.000000,background,0.000000,48.959999,0,0,0.682540,0.000000
18.158730,0.000000,background,0.000000,48.930000,0,0,0.698413,0.000000
18.571428,0.000000,background,0.000000,48.730000,0,0,0.714286,0.000000
18.984127,0.000000,background,0.000000,48.340000,0,0,0.730159,0.000000
19.396826,0.000000,background,0.000000,48.200001,0,0,0.746032,0.000000
19.809525,0.000000,background,0.000000,48.189999,0,0,0.761905,0.000000
20.222221,0.000000,background,0.000000,48.299999,0,0,0.777778,0.000000
20.634920,0.000000,background,0.000000,48.349998,0,0,0.793651,0.000000
21.047619,0.000000,background,0.000000,48.310001,0,0,0.809524,0.000000
21.460318,0.000000,background,0.000000,48.160000,0,0,0.825397,0.000000
21.873016,0.000000,background,0.000000,47.900002,0,0,0.841270,0.000000
22.285715,0.000000,background,0.000000,47.529999,0,0,0.857143,0.000000
22.698412,0.000000,background,0.000000,47.189999,0,0,0.873016,0.000000
23.111111,0.000000,background,0.000000,46.880001,0,0,0.888889,0.000000
23.523809,0.000000,background,0.000000,46.590000,0,0,0.904762,0.000000
23.936508,0.000000,background,0.000000,46.330002,0,0,0.920635,0.000000
24.349207,0.000000,background,0.000000,46.090000,0,0,0.936508,0.000000
24.761906,0.000000,background,0.000000,45.869999,0,0,0.952381,0.000000
25.174603,0.000000,background,0.000000,45.689999,0,0,0.968254,0.000000
25.587301,0.000000,background,0.000000,45.549999,0,0,0.984127,0.000000
26.000000,0.000000,background,0.000000,45.470001,0,0,1.000000,0.000000
0.000000,0.365079,background,0.000000,40.419998,0,0,0.000000,0.015873
0.412698,0.365079,background,0.000000,40.450001,0,0,0.015873,0.015873
0.825397,0.365079,background,0.000000,40.509998,0,0,0.031746,0.015873
1.238095,0.365079,background,0.000000,40.590000,0,0,0.047619,0.015873
1.650794,0.365079,background,0.000000,40.680000,0,0,0.063492,0.015873
2.063492,0.365079,background,0.000000,40.790001,0,0,0.079365,0.015873
2.476191,0.365079,background,0.000000,40.910000,0,0,0.095238,0.015873
2.888889,0.365079,background,0.000000,41.029999,0,0,0.111111,0.015873
3.301587,0.365079,background,0.000000,41.160000,0,0,0.126984,0.015873
3.714286,0.365079,background,0.000000,41.290001,0,0,0.142857,0.015873
4.126984,0.365079,background,0.000000,41.430000,0,0,0.158730,0.015873
4.539682,0.365079,background,0.000000,41.570000,0,0,0.174603,0.015873
4.952381,0.365079,background,0.000000,41.720001,0,0,0.190476,0.015873
5.365079,0.365079,background,0.000000,41.860001,0,0,0.206349,0.015873
5.777778,0.365079,background,0.000000,42.009998,0,0,0.222222,0.015873
6.190476,0.365079,background,0.000000,42.160000,0,0,0.238095,0.015873
6.603175,0.365079,background,0.000000,42.320000,0,0,0.253968,0.015873
7.015873,0.365079,background,0.000000,42.480000,0,0,0.269841,0.015873
7.428571,0.365079,background,0.000000,42.639999,0,0,0.285714,0.015873
7.841270,0.365079,background,0.000000,42.810001,0,0,0.301587,0.015873
8.253968,0.365079,background,0.000000,42.990002,0,0,0.317460,0.015873
8.666667,0.365079,background,0.000000,43.160000,0,0,0.333333,0.015873
9.079365,0.365079,background,0.000000,43.349998,0,0,0.349206,0.015873
9.492064,0.365079,background,0.000000,43.540001,0,0,0.365079,0.015873
9.904762,0.365079,background,0.000000,43.740002,0,0,0.380952,0.015873
10.317460,0.365079,background,0.000000,43.950001,0,0,0.396825,0.015873
10.730159,0.365079,background,0.000000,44.169998,0,0,0.412698,0.015873
11.142858,0.365079,background,0.000000,44.389999,0,1,0.428571,0.015873
11.555555,0.365079,background,0.000000,44.630001,0,1,0.444444,0.015873
11.968254,0.365079,background,0.000000,44.869999,0,1,0.460317,0.015873
12.380953,0.365079,background,0.000000,45.110001,0,1,0.476191,0.015873
12.793651,0.365079,background,0.000000,45.349998,0,1,0.492063,0.015873
13.206349,0.365079,background,0.000000,45.590000,0,1,0.507937,0.015873
13.619047,0.365079,background,0.000000,45.840000,0,1,0.523809,0.015873
14.031746,0.365079,background,0.000000,46.090000,0,1,0.539683,0.015873
14.444445,0.365079,background,0.000000,46.360001,0,0,0.555556,0.015873
14.857142,0.365079,background,0.000000,46.660000,0,0,0.571429,0.015873
15.269841,0.365079,background,0.000000,46.990002,0,0,0.587302,0.015873
15.682540,0.365079,background,0.000000,47.369999,0,0,0.603175,0.015873
16.095238,0.365079,background,0.000000,47.810001,0,0,0.619048,0.015873
16.507936,0.365079,background,0.000000,48.259998,0,0,0.634921,0.015873
16.920635,0.365079,background,0.000000,48.790001,0,0,0.650794,0.015873
17.333334,0.365079,background,0.000000,49.090000,0,0,0.666667,0.015873
17.746031,0.365079,background,0.000000,49.209999,0,0,0.682540,0.015873
18.158730,0.365079,background,0.000000,49.169998,0,0,0.698413,0.015873
18.571428,0.365079,background,0.000000,48.970001,0,0,0.714286,0.015873
18.984127,0.365079,background,0.000000,48.570000,0,0,0.730159,0.015873
19.396826,0.365079,background,0.000000,48.400002,0,0,0.746032,0.015873
19.809525,0.365079,background,0.000000,48.369999,0,0,0.761905,0.015873
20.222221,0.365079,background,0.000000,48.540001,0,0,0.777778,0.015873
20.634920,0.365079,background,0.000000,48.610001,0,0,0.793651,0.015873
21.047619,0.365079,background,0.000000,48.580002,0,0,0.809524,0.015873
21.460318,0.365079,background,0.000000,48.439999,0,0,0.825397,0.015873
21.873016,0.365079,background,0.000000,48.180000,0,0,0.841270,0.015873
22.285715,0.365079,background,0.000000,47.779999,0,0,0.857143,0.015873
22.698412,0.365079,background,0.000000,47.470001,0,0,0.873016,0.015873
23.111111,0.365079,background,0.000000,47.150002,0,0,0.888889,0.015873
23.523809,0.365079,background,0.000000,46.869999,0,0,0.904762,0.015873
23.936508,0.365079,background,0.000000,46.599998,0,0,0.920635,0.015873
24.349207,0.365079,background,0.000000,46.360001,0,0,0.936508,0.015873
24.761906,0.365079,background,0.000000,46.130001,0,0,0.952381,0.015873
25.174603,0.365079,background,0.000000,45.930000,0,0,0.968254,0.015873
25.587301,0.365079,background,0.000000,45.779999,0,0,0.984127,0.015873
26.000000,0.365079,background,0.000000,45.689999,0,0,1.000000,0.015873
0.000000,0.730159,background,0.000000,40.490002,0,0,0.000000,0.031746
0.412698,0.730159,background,0.000000,40.520000,0,0,0.015873,0.031746
0.825397,0.730159,background,0.000000,40.580002,0,0,0.031746,0.031746
1.238095,0.730159,background,0.000000,40.660000,0,0,0.047619,0.031746
1.650794,0.730159,background,0.000000,40.759998,0,0,0.063492,0.031746
2.063492,0.730159,background,0.000000,40.869999,0,0,0.079365,0.031746
2.476191,0.730159,background,0.000000,40.990002,0,0,0.095238,0.031746
2.888889,0.730159,background,0.000000,41.110001,0,0,0.111111,0.031746
3.301587,0.730159,background,0.000000,41.250000,0,0,0.126984,0.031746
3.714286,0.730159,background,0.000000,41.389999,0,0,0.142857,0.031746
4.126984,0.730159,background,0.000000,41.529999,0,0,0.158730,0.031746
4.539682,0.730159,background,0.000000,41.680000,0,0,0.174603,0.031746
4.952381,0.730159,background,0.000000,41.830002,0,0,0.190476,0.031746
5.365079,0.730159,background,0.000000,41.980000,0,0,0.206349,0.031746
5.777778,0.730159,background,0.000000,42.130001,0,0,0.222222,0.031746
6.190476,0.730159,background,0.000000,42.290001,0,0,0.238095,0.031746
6.603175,0.730159,background,0.000000,42.450001,0,0,0.253968,0.031746
7.015873,0.730159,background,0.000000,42.619999,0,0,0.269841,0.031746
7.428571,0.730159,background,0.000000,42.790001,0,0,0.285714,0.031746
7.841270,0.730159,background,0.000000,42.970001,0,0,0.301587,0.031746
8.253968,0.730159,background,0.000000,43.150002,0,0,0.317460,0.031746
8.666667,0.730159,background,0.000000,43.340000,0,0,0.333333,0.031746
9.079365,0.730159,background,0.000000,43.540001,0,0,0.349206,0.031746
9.492064,0.730159,background,0.000000,43.750000,0,0,0.365079,0.031746
9.904762,0.730159,background,0.000000,43.959999,0,0,0.380952,0.031746
10.317460,0.730159,background,0.000000,44.189999,0,0,0.396825,0.031746
10.730159,0.730159,background,0.000000,44.419998,0,0,0.412698,0.031746
11.142858,0.730159,Analog_21,4.000000,44.669998,1,1,0.428571,0.031746
11.555555,0.730159,Analog_21,4.000000,44.930000,1,0,0.444444,0.031746
11.968254,0.730159,Analog_21,4.000000,45.200001,1,0,0.460317,0.031746
12.380953,0.730159,Analog_21,4.000000,45.470001,1,0,0.476191,0.031746
12.793651,0.730159,Analog_21,4.000000,45.730000,1,0,0.492063,0.031746
