grid_x,grid_y,chiplet_id,chiplet_power,temperature,occupancy_mask,edge_mask,coord_x_norm,coord_y_norm
0.000000,0.000000,background,0.000000,44.840000,0,0,0.000000,0.000000
0.777778,0.000000,background,0.000000,45.000000,0,0,0.015873,0.000000
1.555556,0.000000,background,0.000000,45.259998,0,0,0.031746,0.000000
2.333333,0.000000,background,0.000000,45.590000,0,0,0.047619,0.000000
3.111111,0.000000,background,0.000000,45.939999,0,0,0.063492,0.000000
3.888889,0.000000,background,0.000000,46.310001,0,0,0.079365,0.000000
4.666667,0.000000,background,0.000000,46.700001,0,0,0.095238,0.000000
5.444445,0.000000,background,0.000000,47.090000,0,0,0.111111,0.000000
6.222222,0.000000,background,0.000000,47.480000,0,0,0.126984,0.000000
7.000000,0.000000,background,0.000000,47.880001,0,0,0.142857,0.000000
7.777778,0.000000,background,0.000000,48.279999,0,0,0.158730,0.000000
8.555555,0.000000,background,0.000000,48.669998,0,0,0.174603,0.000000
9.333333,0.000000,background,0.000000,49.070000,0,0,0.190476,0.000000
10.111111,0.000000,background,0.000000,49.470001,0,0,0.206349,0.000000
10.888889,0.000000,background,0.000000,49.860001,0,0,0.222222,0.000000
11.666667,0.000000,background,0.000000,50.259998,0,0,0.238095,0.000000
12.444445,0.000000,background,0.000000,50.639999,0,0,0.253968,0.000000
13.222222,0.000000,background,0.000000,51.029999,0,0,0.269841,0.000000
14.000000,0.000000,background,0.000000,51.400002,0,0,0.285714,0.000000
14.777778,0.000000,background,0.000000,51.770000,0,0,0.301587,0.000000
15.555555,0.000000,background,0.000000,52.130001,0,0,0.317460,0.000000
16.333334,0.000000,background,0.000000,52.470001,0,0,0.333333,0.000000
17.111111,0.000000,background,0.000000,52.799999,0,0,0.349206,0.000000
17.888889,0.000000,background,0.000000,53.110001,0,0,0.365079,0.000000
18.666666,0.000000,background,0.000000,53.410000,0,0,0.380952,0.000000
19.444445,0.000000,background,0.000000,53.680000,0,0,0.396825,0.000000
20.222221,0.000000,background,0.000000,53.939999,0,0,0.412698,0.000000
