grid_x,grid_y,chiplet_id,chiplet_power,temperature,occupancy_mask,edge_mask,coord_x_norm,coord_y_norm
0.000000,0.000000,background,0.000000,32.639999,0,0,0.000000,0.000000
0.873016,0.000000,background,0.000000,32.709999,0,0,0.015873,0.000000
1.746032,0.000000,background,0.000000,32.830002,0,0,0.031746,0.000000
2.619048,0.000000,background,0.000000,32.959999,0,0,0.047619,0.000000
3.492064,0.000000,background,0.000000,33.110001,0,0,0.063492,0.000000
4.365079,0.000000,background,0.000000,33.270000,0,0,0.079365,0.000000
5.238095,0.000000,background,0.000000,33.430000,0,0,0.095238,0.000000
6.111111,0.000000,background,0.000000,33.599998,0,0,0.111111,0.000000
6.984127,0.000000,background,0.000000,33.770000,0,0,0.126984,0.000000
7.857143,0.000000,background,0.000000,33.939999,0,0,0.142857,0.000000
8.730159,0.000000,background,0.000000,34.119999,0,0,0.158730,0.000000
9.603174,0.000000,background,0.000000,34.299999,0,0,0.174603,0.000000
10.476191,0.000000,background,0.000000,34.470001,0,0,0.190476,0.000000
11.349206,0.000000,background,0.000000,34.660000,0,0,0.206349,0.000000
12.222222,0.000000,background,0.000000,34.840000,0,0,0.222222,0.000000
13.095238,0.000000,background,0.000000,35.029999,0,0,0.238095,0.000000
13.968254,0.000000,background,0.000000,35.220001,0,0,0.253968,0.000000
14.841269,0.000000,background,0.000000,35.410000,0,0,0.269841,0.000000
15.714286,0.000000,background,0.000000,35.599998,0,0,0.285714,0.000000
16.587301,0.000000,background,0.000000,35.799999,0,0,0.301587,0.000000
17.460318,0.000000,background,0.000000,36.000000,0,0,0.317460,0.000000
18.333334,0.000000,background,0.000000,36.209999,0,0,0.333333,0.000000
19.206348,0.000000,background,0.000000,36.430000,0,0,0.349206,0.000000
20.079365,0.000000,background,0.000000,36.660000,0,0,0.365079,0.000000
20.952381,0.000000,background,0.000000,36.889999,0,0,0.380952,0.000000
21.825397,0.000000,background,0.000000,37.060001,0,0,0.396825,0.000000
22.698412,0.000000,background,0.000000,37.360001,0,0,0.412698,0.000000
23.571428,0.000000,background,0.000000,37.560001,0,0,0.428571,0.000000
24.444445,0.000000,background,0.000000,37.709999,0,0,0.444444,0.000000
25.317461,0.000000,background,0.000000,37.830002,0,0,0.460317,0.000000
26.190475,0.000000,background,0.000000,37.939999,0,0,0.476190,0.000000
27.063492,0.000000,background,0.000000,38.020000,0,0,0.492063,0.000000
27.936508,0.000000,background,0.000000,38.090000,0,0,0.507937,0.000000
28.809525,0.000000,background,0.000000,38.130001,0,0,0.523810,0.000000
29.682539,0.000000,background,0.000000,38.160000,0,0,0.539683,0.000000
30.555555,0.000000,background,0.000000,38.169998,0,0,0.555556,0.000000
31.428572,0.000000,background,0.000000,38.160000,0,0,0.571429,0.000000
32.301586,0.000000,background,0.000000,38.119999,0,0,0.587302,0.000000
33.174603,0.000000,background,0.000000,38.070000,0,0,0.603175,0.000000
34.047619,0.000000,background,0.000000,38.000000,0,0,0.619048,0.000000
34.920635,0.000000,background,0.000000,37.910000,0,0,0.634921,0.000000
35.793652,0.000000,background,0.000000,37.799999,0,0,0.650794,0.000000
